unit_id,cycle,vibration_x,vibration_y,temperature_bearing,pressure_inlet,rpm_shaft,RUL
1,1,0.04938271604938271,0.03755442670537007,0.12257617728531844,0.9204081632653063,0.6905754795663057,199
1,2,0.06296296296296294,0.04227140783744554,0.12915512465373924,0.9360544217687079,0.7347789824854019,198
1,3,0.05216049382716054,0.03918722786647316,0.11114958448753454,0.9326530612244905,0.7172643869891573,197
1,4,0.05632716049382713,0.0315674891146589,0.14923822714681423,0.9183673469387754,0.7047539616346938,196
1,5,0.055246913580246915,0.040457184325108864,0.13434903047091407,0.9265306122448984,0.7331109257714736,195
1,6,0.07067901234567897,0.03356313497822927,0.11911357340720219,0.9095238095238094,0.7397831526271901,194
1,7,0.06450617283950616,0.03574020319303334,0.11322714681440438,0.9095238095238094,0.7406171809841524,193
1,8,0.062037037037037,0.040457184325108864,0.11634349030470892,0.9238095238095236,0.7231025854879078,192
1,9,0.05879629629629629,0.04281567489114657,0.1319252077562325,0.9299319727891158,0.7214345287739761,191
1,10,0.059259259259259234,0.041182873730043534,0.10283933518005517,0.9163265306122454,0.7030859049207656,190
1,11,0.053549382716049365,0.03465166908563133,0.15373961218836563,0.9088435374149664,0.7514595496246841,189
1,12,0.04706790123456789,0.034107402031930356,0.13088642659279737,0.9285714285714288,0.743119266055043,188
1,13,0.06234567901234567,0.034107402031930356,0.11980609418282562,0.9326530612244905,0.713094245204335,187
1,14,0.04969135802469138,0.028301886792452824,0.11184210526315752,0.9272108843537419,0.7239366138448702,186
1,15,0.06172839506172839,0.03338171262699563,0.1305401662049861,0.9292517006802723,0.7089241034195126,185
1,16,0.06033950617283951,0.03174891146589259,0.1215373961218833,0.9156462585034015,0.6788990825688046,184
1,17,0.06049382716049384,0.033200290275761934,0.12811634349030454,0.9272108843537419,0.7339449541284395,183
1,18,0.06157407407407406,0.03592162554426703,0.1204986149584486,0.9197278911564633,0.6630525437864883,182
1,19,0.048611111111111105,0.027031930333817122,0.11080332409972282,0.9258503401360545,0.6889074228523739,181
1,20,0.05509259259259258,0.0460812772133527,0.12188365650969546,0.9306122448979597,0.6880733944954116,180
1,21,0.0561728395061728,0.02975326560232222,0.12188365650969546,0.9319727891156466,0.66138448707256,179
1,22,0.06018518518518512,0.038280116110304796,0.11772853185595533,0.9013605442176873,0.7214345287739761,178
1,23,0.054166666666666696,0.038280116110304796,0.12846260387811625,0.9428571428571431,0.7114261884904067,177
1,24,0.05123456790123454,0.037917271407837405,0.13157894736842124,0.9394557823129257,0.7472894078398653,176
1,25,0.05972222222222223,0.047169811320754707,0.10734072022160657,0.9122448979591842,0.6880733944954116,175
1,26,0.05509259259259258,0.02648766328011609,0.13885041551246502,0.9176870748299324,0.6697247706422012,174
1,27,0.05123456790123454,0.03882438316400583,0.14231301939058127,0.9476190476190478,0.8165137614678883,173
1,28,0.06003086419753084,0.02939042089985483,0.09106648199445999,0.9244897959183676,0.6922435362802304,172
1,29,0.05493827160493825,0.03211175616835993,0.12534626038781127,0.935374149659864,0.7247706422018325,171
1,30,0.05648148148148152,0.029027576197387495,0.0990304709141272,0.9142857142857146,0.7172643869891573,170
1,31,0.0683641975308642,0.03755442670537007,0.145083102493075,0.9136054421768711,0.6797331109257705,169
1,32,0.051543209876543206,0.03138606676342526,0.16481994459833782,0.9095238095238094,0.7472894078398653,168
1,33,0.051851851851851816,0.0433599419448476,0.13469529085872534,0.9183673469387754,0.7180984153461196,167
1,34,0.05339506172839509,0.03973149492017414,0.12015235457063689,0.9040816326530612,0.6763969974979105,166
1,35,0.05848765432098768,0.04807692307692307,0.1305401662049861,0.9190476190476193,0.7289407839866548,165
1,36,0.06558641975308638,0.0380986937590711,0.12084487534626032,0.9360544217687079,0.7331109257714736,164
1,37,0.06697530864197526,0.037917271407837405,0.10664819944598314,0.9020408163265308,0.7739783152627169,163
1,38,0.06820987654320981,0.03519593613933236,0.12119113573407159,0.9408163265306126,0.6822351959966646,162
1,39,0.05200617283950615,0.041182873730043534,0.12119113573407159,0.9204081632653063,0.7139282735612973,161
1,40,0.0595679012345679,0.04680696661828737,0.1295013850415514,0.9292517006802723,0.6505421184320248,160
1,41,0.057253086419753074,0.03047895500725689,0.10664819944598314,0.9088435374149664,0.7080900750625503,159
1,42,0.06311728395061728,0.026850507982583427,0.12846260387811625,0.9142857142857146,0.7080900750625503,158
1,43,0.06373456790123455,0.040457184325108864,0.15096952908587236,0.9183673469387754,0.6955796497080904,157
1,44,0.0561728395061728,0.038280116110304796,0.13088642659279737,0.906122448979592,0.7222685571309384,156
1,45,0.058950617283950624,0.054789550072568916,0.16031855955678687,0.9088435374149664,0.7097581317764785,155
1,46,0.04845679012345683,0.032293178519593624,0.13331024930747937,0.9374149659863948,0.6947456213511245,154
1,47,0.05339506172839509,0.02104499274310595,0.12499999999999956,0.906122448979592,0.7014178482068374,153
1,48,0.05216049382716054,0.03592162554426703,0.09764542936288079,0.9006802721088438,0.7898248540450368,152
1,49,0.04953703703703699,0.02866473149492016,0.159626038781163,0.9605442176870751,0.6797331109257705,151
1,50,0.055246913580246915,0.03900580551523947,0.15789473684210487,0.907482993197279,0.7105921601334444,150
1,51,0.06234567901234567,0.03973149492017414,0.1215373961218833,0.9190476190476193,0.6730608840700576,149
1,52,0.05601851851851852,0.03465166908563133,0.1319252077562325,0.9129251700680272,0.7347789824854019,148
1,53,0.06373456790123455,0.037735849056603765,0.13400277008310235,0.9217687074829937,0.7189324437030855,147
1,54,0.05308641975308642,0.03882438316400583,0.1263850415512464,0.9489795918367352,0.7714762301918228,146
1,55,0.05987654320987651,0.031023222060957922,0.10872576177285298,0.9367346938775509,0.7281067556296925,145
1,56,0.06049382716049384,0.02394775036284469,0.14404432132963985,0.9272108843537419,0.6822351959966646,144
1,57,0.05462962962962964,0.03846153846153849,0.12880886426592753,0.9170068027210885,0.7155963302752291,143
1,58,0.05601851851851852,0.037735849056603765,0.1533933518005539,0.8857142857142861,0.7114261884904067,142
1,59,0.05864197530864196,0.03864296081277213,0.1215373961218833,0.8965986394557821,0.7297748123436172,141
1,60,0.06820987654320981,0.025399129172714086,0.14300554016620515,0.9163265306122454,0.7172643869891573,140
1,61,0.05092592592592593,0.034107402031930356,0.15027700831024893,0.9285714285714288,0.7773144286905769,139
1,62,0.06481481481481483,0.03973149492017414,0.15824099722991702,0.9265306122448984,0.7464553794828994,138
1,63,0.05570987654320986,0.037010159651669094,0.11599722991689765,0.9340136054421775,0.6797331109257705,137
